C	al	bl	aq	bq	logL
-0.15056547249607735	0.07145965438985273	-0.0010434164007825165	0.0012680564699502073	0.7964676507688873	26.047216
-0.0948502250664395	0.07835605547203069	0.016638945153778756	-0.01248971808126393	1.0646067547472422	24.764282
-0.1921135463352112	0.07490751445660877	0.006819226216499182	-0.05048277998434545	0.3947638934893901	26.4574
-0.16290555123628128	-0.05511829409888973	-0.0016284021187421068	-0.06587889038103824	1.8280507890334368	23.476221
-0.1395093756216963	-0.07685528592050515	-0.0031829917012735965	-0.03863498404763479	1.6813815363318318	24.259588
-0.1658889893770092	0.06635804291047905	-0.006209831152172095	-0.018736393957385404	0.8141693326475653	25.747915
-0.09350347296597822	0.07874739650013374	-0.00040075925821175817	-0.028528402730447606	1.0610497284777864	25.789532
-0.140864011986432	-0.05462211068548574	0.012220227583796931	-0.012718418515965084	0.8305787742510963	26.485355
-0.13194083313012414	0.08533083231408096	-0.002497705611553189	-0.061000636544718226	0.5256722015552289	27.016104
-0.13103686481144025	-0.045699424397869504	0.019384731712702104	-0.05259398113641742	1.1835016912036131	23.381914
-0.13004218695916495	0.038115935234104455	-0.002910404697329215	-0.05652945170473575	1.4794530687599314	22.872305
-0.1052462463733324	-0.098123478761694	-0.003831701321807285	-0.046825595045084066	1.1507894430676706	23.948118
-0.1330880866414412	-0.05458242460089256	0.0032383503124533085	-0.07595166768335346	1.5020856368291575	24.426497
-0.12712049783561716	-0.06791921674395689	0.006731724355057735	0.0284417100187744	0.9248374806908621	25.85826
-0.0843804162983263	0.08511873387297142	-0.014481167191763252	-0.00581938396899348	0.8728063410027018	25.081697
-0.1112229290856775	0.06567332431853784	0.020312775433776572	0.019903385300046417	0.7502146658304492	25.380396
-0.13478317778957347	0.07143312134830787	-0.0123032650116331	-0.011521464217100326	0.6757538969050298	27.268618
-0.12279074276006274	0.07900604936154776	0.010366459331115213	-0.028153213222394894	0.9151178836985444	27.203789
-0.10583735587539538	0.058715367669066175	0.008399798261220169	-0.02103332066478761	0.758131059706489	26.317358
-0.1115009974214509	0.0818989049002894	0.002162198845298255	-0.05785420104201839	0.8902832856682814	27.041553
-0.13791308645373854	0.05245653316352815	-0.007418328318036695	-0.001773070718226896	0.7171077124882704	26.218498
-0.08765115683571449	0.09207169352515757	-0.007252247426065916	-0.07330758323409947	0.950369157473119	24.423393
-0.14966691963183815	0.07270908305296217	-0.0015632289991998679	-0.04901713497984591	0.5503661439707538	27.490988
-0.060045409776214614	0.07061870945687164	-0.00324687410472304	-0.015183482229359216	1.0966928920020118	22.184574
-0.1625748809086454	-0.07311648802482783	0.003403520836681903	-0.07365771082816312	0.7728279966424609	26.15982
-0.1562011135731124	0.06633077479086556	0.0042681152765717545	-0.07612739619763285	0.4896020413563573	25.834509
-0.1335764085790442	0.06607895390336062	0.010666124734211168	-0.07205656374370108	1.119248881890578	25.438982
-0.1494736936266356	0.08278016356575094	0.012300395670913414	-0.038164317020672966	0.4713246314777897	25.448183
-0.11612555547478175	0.07439296390118606	0.008579148439070566	-0.00033361632507923617	0.7149000244372397	27.690529
-0.1319435468319938	0.06679985055653982	0.0069205164312840795	-0.050654904570354584	0.7458962458788422	27.598495
-0.10828087668537432	0.07033330977821822	0.0012990726192563878	-0.02798805349740771	1.3981955049922927	26.262865
-0.1043867761073663	0.06851234042119693	0.011506281820148187	-0.02818400636010906	1.0368119526624633	25.752213
-0.0950050979208852	0.07383550680640696	0.001775576729480344	-0.05136818892086245	0.8451413552420994	26.709602
-0.15364047593003638	-0.05445805412500401	-0.0033584138979905536	-0.06634935000611478	0.7144034332185037	25.468208
-0.10384700189470032	0.08932420201292726	0.009347297249726402	-0.05875408096865379	0.7200317058891507	24.108185
-0.14696455126101918	0.06905519589494385	0.004528258413155618	-0.015121530108016444	0.8309433341499229	26.607267
-0.13048345174526355	0.060581945551013365	0.0006037255826319065	-0.022232315930413582	1.005368907063307	27.080257
-0.10744808180966732	-0.06648223758317366	0.008469760204169419	0.013231174994264162	0.8123594492935721	26.159805
-0.1990941733493424	0.06273660158857786	-0.008477228964076692	-0.021246558393253536	0.42469077721007664	25.680557
-0.16295252598839005	-0.07775813019300498	-0.005942083820300123	-0.0028877876226367297	0.6679655399074699	27.338266
-0.10930832812848602	0.06967922504936559	-0.008709540124616912	-0.03580767068085924	0.8338257363750563	26.317944
-0.1661913877751489	-0.01817824312294658	1.1604500977765327e-05	0.0022041714689819553	2.1072711028922853	20.80031
-0.13326308475513854	0.05638846258495221	0.00035830426582136784	-0.019023367381242225	1.6767402841134167	24.069862
-0.1197207218112941	0.07509205840908993	0.012147433287713784	-0.06375640051604503	1.0515072654140545	26.332628
-0.13211350657091078	-0.06735631702955218	0.01203392693686692	-0.04729322820465358	1.0533452010807194	27.08921
-0.27672548532908925	-0.06748019416937433	-0.005330481747600025	-0.0060693161404653815	0.2725212799760342	23.558765
-0.12740712739394047	0.06466404619850069	-0.002061946031850309	-0.025605424685620326	0.6011416750917787	27.008673
-0.12863136134255646	0.06354953702842721	0.010783612088030544	-0.018775506370322416	0.6650440704992542	27.513367
-0.12999732059301258	-0.060099305180580175	0.0005153777959379972	0.006598619994917704	1.0668446941992795	26.227293
-0.12124003951546168	0.08107467376669923	0.005376631760843042	-0.0026107282231796268	0.9173644059079648	27.27085
-0.16637889472609965	-0.08344730239877164	0.002328443839346133	-0.0710986068508001	0.4923321948436982	25.87946
-0.15180364120201364	-0.06437121741906987	0.01329017059150172	-0.011798263399815335	0.7686837424026504	26.139555
-0.13519648700678888	-0.06397162146255743	-0.00394618697612263	0.0016088249700216065	1.2428297062230187	26.57776
-0.17405940190637634	0.08490273039704617	-0.012555780937457245	-0.07267082380559978	0.4343871910997163	23.311945
-0.14205386285430235	-0.05922184188702001	-0.0021650720013313574	-0.007133613390048991	0.7130125273264379	27.301779
-0.13568880708614028	0.06759017842892129	0.003999642714476083	-0.061602209381918474	0.7878902173469319	26.587831
-0.15774738224854634	0.06852048618131144	0.0026956065047331144	-0.019691395197936674	0.726524296736483	26.335684
-0.10693407487181424	0.050593603396649166	0.00572294555733939	-0.05474355942166885	0.6279417600758234	25.103521
-0.11838878786215762	0.06048497939748651	0.00980792673371017	-0.041846216447945325	0.8386711381636658	26.814959
-0.1726301205154921	0.06202078787666935	0.003957707712917613	-0.011344444113308282	0.8459051664306062	25.59265
-0.0982970002968819	0.07305778439017155	-0.006027981163869964	-0.023692113939916104	0.525511901055725	27.377441
-0.12946132037056285	0.0747727942672366	-0.006750699309167827	-0.0010217168797068482	1.2199036139841035	27.129038
-0.10326257737751976	-0.09735901441244098	0.01369584200795942	-0.08494539664846495	0.5035243088958195	20.46205
-0.18430935499051596	-0.0902600489153048	-0.013280938557595913	-0.007574968493749966	0.4222094792611307	25.466642
-0.11145040161416164	0.07070012724040338	-0.00147837199878536	-0.016072874665693494	1.254807177801205	26.593327
-0.1272392564169979	0.062338475647143	0.006762207142230611	-0.06540954392340327	0.6927661938931808	26.97832
-0.10916873985627433	0.08857300262171007	0.010831454143287064	-0.061549706178984365	0.9357460297802908	23.098623
-0.1189723993740577	0.07870538902457487	-0.007399072963957473	-0.009154364320128505	0.903246180443348	27.203098
-0.13779542891649788	-0.08056315127715122	0.0058986263142668405	-0.03501777471681393	0.5697279320726757	26.709059
-0.13177506955004914	0.0690866967069346	-0.003137444256045139	4.379609059398938e-06	0.3768345829980065	24.565157
-0.11785263129123462	0.07374879185201356	-0.0032370309845230487	-0.020464382388737382	1.4907572870846697	26.439528
-0.09085803405621454	0.0851376705761734	0.0030636501852449234	-0.07478946620148302	0.8486309264713954	26.271935
-0.14831151529942088	0.07000296246544749	0.0036408256260328674	-0.03500541880315459	0.4418676890531544	26.23872
-0.1626501799833849	0.06482869990738246	-0.007983629246240135	-0.053811396172024815	0.6335705455308274	26.01097
-0.11806492449241834	0.07098929488288871	-0.0004709954409666919	-0.06580347206476644	1.1727505403317189	26.619596
-0.14132466260809565	0.056917544830786475	-0.005456879375577533	-0.045370847296182994	0.8205872414224297	26.824783
-0.16584772975326031	0.06377277747972965	0.003792968509883453	-0.04757961964917418	1.3847762440027052	24.53916
-0.125719125392444	0.06255420459315646	-0.007379003443008502	-0.05147121364807531	1.1466527007211909	26.801476
-0.11774749047150344	0.054401152959948386	0.0038869474625598845	-0.0040945263418962685	1.2756966118988786	25.716507
-0.11432621099840112	0.07363263244835137	0.02219116333488667	-0.006162619200103137	1.1919313272457377	24.203226
-0.08915321096227741	0.05626594134454484	0.0022910877390923986	-0.016685636093899656	1.185947419492118	24.241129
-0.14199393534233892	0.06830210157899838	-0.003116898909618724	-0.037290023548769084	1.1025568653137074	26.402311
-0.12474322402054625	0.07113547430785455	0.008273260067624319	-0.0032558978177457468	0.7755477465491102	27.94361
-0.1652964321319256	-0.03853563891573335	0.0007955026844573941	-0.016871041132338324	1.779100958049011	23.04598
-0.11637043438887147	0.06720070240376258	0.005649186463792739	-0.0862661513028775	0.9297743349676172	24.252737
-0.04286239486716791	0.15459308464739918	0.0047047817053444884	-0.050989300196504835	1.840614658036189	17.01249
-0.16550934795844693	0.044819118526786	0.0070740064446791545	-0.05730564591020889	0.35578849520773503	24.205767
-0.10211016182112832	0.078952398656514	0.0035764037976003314	0.012455754656222	1.018548076176672	26.58808
-0.14317183338443726	0.07024940403905185	0.005274246071735938	-0.013312728697394784	1.3794432315612497	26.008783
-0.10579090229120366	0.08135352879433702	-0.001990230413071325	-0.07233655627229622	1.312056768292036	25.708817
-0.15236789263121955	-0.047662468673917255	-0.007973659527286013	-0.039210020124712315	1.065715717455852	24.30484
-0.127421322108941	-0.08013339243221547	0.005298619780550883	-0.04226851474381775	0.7533268902147778	26.647987
-0.1324496555692323	0.0770199175509883	-0.006958420983393793	0.00928008059255956	1.043011410224278	25.96857
-0.1536810153828897	0.07076198548425547	-0.0028905463517351552	-0.0491854050794712	0.4634612607108818	26.87387
-0.10080838536361172	0.0811636915258881	0.014037126242409012	-0.04534272712570922	1.1826682192049778	25.08126
-0.1802714623443066	0.057064309677837585	-0.01925507194557221	-0.03830467339373887	0.33743655871462513	23.747013
-0.14824696656197225	0.064454789196201	-0.008184962796038203	-0.027384391250592992	0.4467307980659088	25.925858
-0.19700645414308302	-0.07147111381570778	-0.0036909738283933853	-0.041099901532698734	0.4305628115989306	26.730478
-0.11464199892532576	0.06686172207052149	0.007319454159830603	-0.0570106268523335	1.5018679599605738	26.048134
-0.21321608072201076	-0.04656618580468578	-0.008851767540530369	-0.0011366773020748955	0.42379915836249776	23.31783
-0.13093250445442245	0.08281034937241137	0.00824347553585864	-0.04316004473578306	1.0043392258176511	26.606121
-0.13863145778277527	0.054932911173907216	0.007032164243265733	0.0019321010736163481	0.5512162985379991	26.510437
-0.12652733877407138	0.07285000312457625	0.002598428221845189	-0.07826385873831501	1.0283197135377933	26.86187
-0.1620387868547946	0.062098529345398966	0.010861987946455614	-0.018691975718246448	0.9213983590267588	25.124151
-0.11853341175991472	0.051729868767287995	-0.007900545873420676	-0.012332191144467923	1.0193338363112352	26.138693
-0.08178113068481342	0.06959385912361192	-0.005184608193206378	-0.022689826731829156	1.2221521388763397	24.365938
-0.13075690342982038	-0.0778665325797898	0.012803758694596495	-0.040497334976235685	0.6814306804040261	26.25044
-0.1897261609371964	-0.06286549121553538	-0.0006009647431562145	-0.04712143778152463	0.4458719210541392	26.445366
-0.13020707604255602	0.07457652626180514	-0.00029411557483259	-0.04990387078798146	0.988197952657022	27.4101
-0.16158591507046247	-0.051804358451325305	0.0115893343355164	-0.0049749123677834345	1.0924924435788317	25.069633
-0.12676994249614715	-0.047958257294944566	0.0083357398396049	-0.011266832084450873	1.4357980542589512	24.860023
-0.17758646791308935	0.052392680944860784	0.0015105967861796063	-0.03885230658597103	0.43348219201926896	25.784632
-0.16206932990774184	-0.07315076878918901	-0.0028276210096733283	0.003969743255372943	0.6318328192002313	26.924831
-0.0968348328430612	0.07482464072252183	0.007296968905623231	-0.03501186766025004	0.6619471564440728	27.066147
-0.1419853880288473	0.05182105817543388	0.01072171380986079	-0.046859380014842834	0.564721363193051	26.173788
-0.16832004006489712	-0.06851770559221572	-0.008321821693358043	-0.04826667274597112	0.3730783233459104	26.40905
-0.1415151900955655	0.07931296519894808	-0.00401871932941915	-0.1304397801830507	0.3035008480581794	22.297997
-0.0975201785285478	0.07479327313481574	0.0016885163725634635	-0.045568776244445434	0.922250680045591	27.850243
-0.1444513910502536	0.06841107909140308	-0.005716059030035058	-0.018693653645612887	0.9231744937898412	26.76814
-0.11475668624368605	0.04874947948572948	0.004016598745556735	0.02211928659710679	0.9463430596443198	24.075176
-0.12120405706075485	-0.05828646307323825	0.0024854737948152928	-0.08136307764884451	1.6306298194683788	24.286995
-0.12336537662306545	-0.07847707332424643	-0.011639337876570838	-0.04449997378313522	1.0706709911480703	25.631004
-0.09206700745912533	0.06441895774934077	-0.008066617621701622	-0.03348256961510185	0.6936887748726486	24.9697
-0.12419391069330105	-0.06125078679392916	0.003840865286866326	-0.03505207139664223	0.8419039055789711	27.182795
-0.11342136213516832	0.08460104952767877	-0.007254712226755096	-0.007477130485861821	1.0878750955013874	26.43262
-0.13190654519928582	0.060169546917614565	-0.02689711271137273	-0.015691889152396873	0.7561690082210792	23.793844
-0.1391901217984431	-0.07530309129344596	-0.005146393670250215	-0.037722000229489315	1.4872609060763138	25.532755
-0.10560380989685167	0.07379429405002014	-0.003175733338980114	-0.051484717774766015	1.055683782788389	27.37913
-0.16225259963767358	-0.05699654777875916	0.014386164684469118	0.011246041595486056	0.4544565527155682	25.29023
-0.13455676685445894	-0.06980164684073066	0.01115165602831385	-0.048238516738826134	0.9174933310126908	27.352509
-0.07314417295126407	0.059769595799369635	0.0068495909520095355	-0.031389925044124634	1.122064763007415	23.257227
-0.15755379190240212	-0.06381824423783937	0.009193765036328426	-0.04214990266284475	0.7717855324370628	26.560541
-0.12425119546336333	0.046180557011580775	0.008778880857091258	-0.05900891335318473	1.0411251327851876	25.053545
-0.14459580907133074	0.06822367919000942	-0.008865216234439664	-0.08407349177404752	0.4675058557889716	24.366682
-0.13468833498019275	0.07232608161755108	0.005900050072636047	-0.020902066160654792	1.4373015572829722	26.701628
-0.17088824910825598	-0.04663809826570319	0.014678793948198775	0.003061525110252754	0.5228925737796244	24.341955
-0.1603885723460773	-0.06932975366483284	0.0038057441375433103	-0.07333250326864221	0.6926188410489934	26.04146
-0.14014160393124228	0.06748043371788237	-0.0023465079806677985	-0.0751265418630449	0.7640115645178169	25.658182
-0.15133438085587078	-0.05686322216929252	-0.008799367099269161	-0.0026518046189042623	0.3487012355418873	24.935408
-0.13937147904927666	0.07519303865941537	0.001083103672291293	-0.02924876298401725	0.9610105867267448	26.019968
-0.10775530305308996	0.07635856977809577	0.0006678970636618456	-0.04395111048331428	1.0091605502719316	26.53692
-0.08458027679839603	0.07774795442100567	-0.008694370977728587	-0.05647294959564667	1.3942240889296615	23.652874
-0.16391766089221188	0.07376491940417737	0.00820010702459887	0.0010657598884615815	0.9298848633066529	25.409239
-0.1033089134194614	0.04961694316605776	-0.0052204554078588905	-0.013259720682954576	1.3239425244631289	24.019304
-0.10722291091049917	-0.12938530328156345	0.007185639279987024	-0.06955960443079587	0.34049417583465114	21.675983
-0.12115057328757947	-0.06694244946481273	0.0022110431538467524	-0.0580693010991183	1.1710209664358708	26.154926
-0.10478363555925882	-0.06633800165771574	-0.0110044872412392	-0.0033492614716350844	1.0131561256348758	25.682478
-0.14253270518559086	0.05879894894403186	-0.011388249708265871	0.0015272172503940915	0.5934594562627772	26.64254
-0.17363859059977038	0.07022154916571498	0.009049087131102985	-0.01982418760920533	0.489522512939549	26.402826
-0.09410808649072078	-0.10106165063489833	-0.010225999236706966	-0.07579912204654855	1.0329318565520067	22.67517
-0.10089767665537204	0.06694840845994914	-0.02017318081522256	-0.03320488615197678	0.8985358144854365	23.794329
-0.16492596687608765	-0.08693022455278655	0.007614835480131059	-0.05474571024024022	0.2757435775097721	26.307133
-0.1769040688692149	0.07172934529469363	-0.0050749478430638425	-0.05928904602056816	0.3614112761606691	26.498695
-0.13509345117230132	-0.0692949510387612	-0.009334744470890412	0.0187061234823924	0.8123555781547706	26.381578
-0.13198564517601502	0.08278849414372667	0.002783120350442003	-0.06198204110576384	0.6766122567001727	26.97573
-0.11852720489757468	0.06170820134343756	0.009642666246052641	-0.05388378288325748	0.9466793752841484	26.570307
-0.13634762075808673	0.07768651436005254	-0.003451941819777919	-0.07412024428710028	0.5987231414786666	26.497288
-0.11379958395240372	0.08255874509026154	-0.009778150846168069	-0.07130510124219808	0.6981017583216138	26.192678
-0.13028609815047082	0.08129389791063724	-0.0035176158961505517	-0.00015690458468354399	0.8727732385978748	26.798882
-0.12376981482929265	-0.06783434428155967	0.0038350576612735288	-0.05065919566302518	0.638248907976525	27.49814
-0.10302746388383308	0.07298817173745814	-0.002129417902911449	0.0054934496084919635	0.6840645219048331	27.302368
-0.11346947554209726	0.07889002234681056	0.003833087225699281	-0.012976102966467349	1.3076360984916704	26.014786
-0.11030924055451186	0.07140872119633057	-0.014105541984649953	-0.016055063535187555	0.9548365438201136	26.260963
-0.13365193490982644	0.052963042791636855	-0.004140732186840103	0.01711327999004878	0.9609071994317996	24.822384
-0.18324719098569225	-0.0673417508773917	-0.00810043298512621	-0.03048450717654122	0.3482782422200934	27.549694
-0.13608850238815492	-0.09544479986355438	0.002906878788145226	-0.034375741613430565	0.7008772474929772	24.783907
-0.10718509373816364	-0.07465140146638784	0.009623669045346662	-0.06292697529142957	0.6500699550115815	25.842735
-0.16220654151597325	-0.08108607356274733	0.008364077599260934	-0.036750525729163534	0.5235201968873364	26.738914
-0.12296529865804967	-0.07655858158843397	0.005950740830335789	0.004448026568889041	1.0954697001431215	25.12997
-0.08938717440374619	0.06236345054772555	0.006143640661676385	0.010662562180258128	1.055686112104432	25.449974
-0.1171213272897262	-0.05988891677981635	-0.009582819184882874	0.0016266267193157935	0.42039997713609095	23.47405
-0.11451186570404183	-0.06792801917186274	-0.008277993455830664	0.001928972478992201	1.6407158303499934	24.925701
-0.16334484923915876	-0.08885721941514986	0.0018984055344706534	-0.023501310616046756	0.3511905438881027	27.109417
-0.10940095918437218	0.07299902780841531	0.007513682890180405	-0.05234821628234658	0.9125532877047212	27.877121
-0.2419545273349068	0.07244702271440434	0.008765810662081422	-0.01223273959499175	0.29912185086403537	23.591776
-0.061911847976760866	0.08621675229043654	-0.010841697895122696	0.00865714408130714	0.7266997711339102	21.410095
-0.11498555112433415	0.050686752557334715	-0.015080191703455668	-0.05770008898446776	0.8229664377318285	24.203259
-0.12081521699737666	-0.0725563315457607	0.011530330207296978	-0.053107787193182654	1.0176767405914915	25.877483
-0.1477521025129384	-0.058758148060372516	-0.001174254846026422	-0.04722550653317935	0.9897948594814968	26.126194
-0.13373430203293055	-0.07705718752901043	0.00482479740486925	0.005152181307232537	0.44368240227495664	25.004572
-0.1126280848120799	-0.07898762037854436	0.0076662253405957595	-0.009792366786364616	0.4505105735584301	25.130182
-0.13149342786369	-0.08638340706336038	0.008415711837286457	-0.016192636380835408	0.797917159278011	26.301765
-0.11757192368234792	-0.07142482322503572	0.006610641176917799	-0.09832593174649447	1.5051891388233012	22.127724
-0.17267571273907228	-0.07167971616177547	0.002569825021228253	-0.06089147648249928	0.6806623981697977	26.80619
-0.1651415119641635	0.06966480410924605	0.011336074059418545	0.012863592464883935	0.5533059860108859	25.715849
-0.14408571109092572	-0.07141734880830154	0.0051787505011108795	-0.022216552782782558	0.7491797360722702	27.315346
-0.11936531929673395	-0.07308937701575803	0.015051057904296197	-0.01891105735487369	0.7627283873128707	25.685135
-0.1187900136976816	0.07216056755625318	-0.0012051142993025107	-0.021112161420613104	1.2615277836070016	26.705217
-0.12657783563307787	0.06875011022785263	0.013386121549590986	-0.008855558161665403	1.1676400922495105	25.8873
-0.10087470383230546	0.06628825982082798	-0.005424852046305383	-0.029469328121714995	0.8899383197135555	26.82838
-0.09132368896730174	0.06958090014615895	0.008532090626824376	-0.038037212659182716	1.0931723062455887	25.66986
-0.1172465240060547	0.04998017783001153	0.0040440389624337	-0.07844245887240152	0.6764881722325362	24.881573
-0.07923873697628113	0.05180429339482751	0.009081706197388902	0.01243137262518821	1.1153766966946859	23.294643
-0.10153667355731093	0.0785417047636063	0.009225506241788277	-0.02481686719381162	1.0645918456182022	26.712374
-0.09052500621724456	-0.06653504271265963	-0.005683025890203921	-0.005510464232864179	1.2094989086275223	24.768938
-0.16247218153600465	0.07048906527586925	0.007715519957632529	-0.009999566040721782	0.5797909102296528	26.64667
-0.14495284001234732	0.07529989376736368	-0.001070418019006087	-0.0284637102413152	0.576303432073572	26.410437
-0.13759577106955367	-0.06410328920084707	0.003527893052828476	-0.04824769084164221	0.7618087678917747	27.259203
-0.2528461887242265	0.07636098804693624	0.014559204442076347	-0.02113222269647719	0.3384404010567437	23.162945
-0.14998001803652675	-0.08417105473805488	0.008145741163717862	-0.01674131582602429	0.5514634702100696	26.233875
-0.1220742059312294	-0.03776947380280082	-0.03033136189009615	-0.034841107597686154	1.0820951215824146	19.288498
-0.17379380090381624	-0.06734572257860842	-0.003918154889409605	0.0012171306992298653	0.6325620085233129	26.943535
-0.12841322003703107	-0.07050724177314953	-0.01829417797098954	0.013769413116338551	0.5348099606361703	24.343998
-0.13885266922327613	-0.06537101659765401	-0.002420318649982745	-0.02813739815155435	0.8192134144836388	27.473639
-0.16265362523290602	0.06540479662691036	-0.012231337509940514	-0.051767937230944486	0.9962298181166224	24.04204
-0.1526392301002504	-0.08564076657177085	0.002781985444048	-0.013397153076710263	0.7096817845368889	26.11158
-0.17175415550262815	0.07525356993058685	0.0007192237626898728	-0.03469363584782343	0.5703436181272286	25.849613
-0.16997409483244424	-0.0572861416466658	-0.003490989143189409	-0.04571440223945242	0.5146176558141271	26.06922
-0.17043415911351215	0.07126798583676272	0.0028194330556171572	-0.040570257843127684	0.8433606650832574	25.4523
-0.1798372292327429	-0.03633236276090472	0.011294321404259577	-0.04818089274873106	0.3767050785760032	23.703514
-0.12831044519575227	0.07328022014678966	-0.006037030281145502	-0.036826387638251516	1.1266556194074564	27.468498
-0.11279512586208265	-0.0696399786566939	0.00867098828968041	-0.04010268282358653	0.7559409702947559	26.429953
-0.14161622492790726	0.06780733226867396	0.002609854019210532	0.004988505719781162	1.183767713170723	25.44347
-0.1078563887552356	0.06933451257516238	-0.00374461863297821	-0.0259825394505838	0.8695041595906271	27.069668
-0.13494404102455745	0.06619167441578162	0.010546545034473708	-0.0695665002448321	0.8360601624357967	27.457716
-0.15596064948259536	0.0844389103936218	0.002079356260812432	-0.03396607312056565	0.3172975182684453	23.71042
-0.10381520106036347	-0.061756226397086125	0.00956542351653081	0.008599655235230859	0.9895293089663274	25.245354
-0.1110172949867336	0.08269503926370246	-0.008479999211032846	0.006203762018580576	1.0820587724625408	25.843458
-0.104609348123556	0.08473292816662667	0.0027653507924280648	-0.021555598873515457	0.6261996697042269	26.937925
-0.10068091980886118	-0.07881661791286662	-0.007077266192600805	-0.03115502148911917	0.5601901605944404	25.130684
-0.10556416666388928	0.061440493903514214	0.009841549666987076	-0.03814989733039896	0.5325499365203543	26.13154
-0.17990941835821414	-0.05012279405205868	0.003603523338187393	-0.01923666753829926	0.3588739236726625	26.280142
-0.12878477262631507	-0.0628683704139845	-0.006923141241971975	-0.07008580711640901	0.7713915327345262	26.58925
-0.11800725017565425	0.07447152823614288	-0.005580992657451819	-0.0200159169091358	0.979672058051354	27.830692
-0.17995136268799772	0.06918971113664693	0.0027537715399564905	-0.039609781593649335	0.3705690043437542	27.085585
-0.12185746158838585	-0.07534806830474634	0.003235686680307143	-0.022133429162061197	0.8114536399988782	26.337803
-0.12282508917210458	0.07259249429380417	0.004630148881530206	-0.0018279160846711511	0.8947353916091092	28.265535
-0.1055812686566368	0.07460150754777835	0.001482568618121586	-0.018824335199157008	0.6736519250725871	28.014906
-0.1408857684538283	-0.04064778368940288	0.0032478119038185033	-0.02369256479980868	0.3690317972667681	22.998688
-0.14319656329484365	-0.0879785600509174	-0.001269055417305948	-0.013182575370891715	0.7647541413985681	26.37643
-0.14596622773901788	0.06758414334730649	-0.0019009567721779718	-0.057963101708588725	0.7646822266976686	26.30663
-0.1349194050997083	0.04122519623913468	0.010120627262737068	0.008896326622821929	1.0095161300753757	25.397114
-0.1647969589656409	-0.054789382358585166	-0.009938605710712476	0.014103267462755163	0.9513662247662216	24.680326
-0.10386437688194247	0.07440566393110297	0.008961051170714883	-0.0380687639395135	0.6135715037362075	27.239094
-0.13272661778273798	-0.05169557208110709	-0.0017273135180802615	-0.05738757763686653	0.6851619781624165	25.75509
-0.12749510521186574	-0.05763741393709025	-0.013710914320779852	-0.04254203986987103	1.1497959483346176	25.464886
-0.15093573300150198	0.07416698874589367	0.00981530234442286	-0.01752914480831584	0.8081814437930036	26.129513
-0.1445794654880236	0.06454725108916373	0.000696345764392077	-0.024905274562220504	0.6328749920449674	26.853693
-0.1172652836039182	-0.06728036497101565	-0.004010319815187931	-0.015330053845048937	0.6532001785171019	26.503338
-0.1344068730194953	0.06019359504378075	-0.0014339607480459567	-0.07332921315825397	1.4689234406211709	26.4843
-0.1299002862559372	0.08213266248027362	0.0010998181326575187	-0.06973011239517027	0.5668244577564077	26.497513
-0.18249176423065308	0.08372742309318791	-0.0015245137690712606	0.01815376742462124	0.4866301310561507	24.930664
-0.15146884262552468	0.06921366124127197	-0.008934194719099134	-0.00587668325222019	0.7133443463037026	26.505167
-0.1258247125975883	0.0665600425727366	0.0053148658456172344	-0.07579587768361172	0.7052382634529291	27.269218
